Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Plane colors,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Seat comfort,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
Female,Loyal Customer,52,Business travel,Eco Plus,991,3,3,2,2,2,4,2,5,3,3,4,2,1,33,19,neutral or dissatisfied
Male,Loyal Customer,31,Business travel,Eco,290,1,2,3,3,1,2,2,4,,3,4,2,2,0,0,neutral or dissatisfied
Female,Loyal Customer,23,Business travel,Unknown,3287,3,0,2,0,5,4,1,5,,5,2,5,4,6,0,satisfied
Female,Loyal Customer,35,Business travel,Business,1663,3,5,5,4,3,2,4,4,4,5,2,4,1,4,11,satisfied
Male,Loyal Customer,58,Business travel,Business,3820,2,1,1,1,1,5,5,5,5,5,3,5,3,0,0,satisfied
Male,Loyal Customer,57,Business travel,Business,2721,2,3,4,5,4,2,4,4,,3,2,4,3,0,0,neutral or dissatisfied
Male,Loyal Customer,54,Business travel,Business,1585,1,2,2,1,3,2,5,4,,4,3,4,3,0,0,satisfied
Male,disloyal Customer,21,Business travel,Eco,853,1,4,4,4,3,5,1,5,5,2,5,5,1,3,0,satisfied
Male,Loyal Customer,47,Business travel,Unknown,2116,1,4,4,4,3,2,5,4,4,4,5,4,4,24,12,satisfied
Female,Loyal Customer,29,Business travel,Eco,834,3,1,2,2,1,1,5,3,,2,1,2,1,0,0,neutral or dissatisfied
Female,Loyal Customer,68,Personal Travel,Eco,861,3,1,5,1,2,3,4,4,1,5,4,5,3,0,0,neutral or dissatisfied
Male,Loyal Customer,19,Personal Travel,Unknown,930,2,2,1,1,4,2,2,5,,5,3,4,2,4,0,neutral or dissatisfied
Female,Loyal Customer,56,Business travel,Business,2656,1,1,1,5,1,1,3,3,,1,1,3,4,0,0,neutral or dissatisfied
Female,Loyal Customer,37,Business travel,Unknown,2203,1,4,2,3,2,2,5,3,4,4,1,4,4,0,0,neutral or dissatisfied
Male,Loyal Customer,50,Business travel,Business,3447,1,3,2,3,5,4,2,4,,4,3,4,4,8,0,satisfied
Male,Loyal Customer,77,Personal Travel,Eco,528,3,3,4,3,1,3,3,5,5,3,5,3,5,200,201,neutral or dissatisfied
Female,Loyal Customer,32,Business travel,Business,692,1,3,4,2,4,3,3,1,,1,1,2,3,1,0,neutral or dissatisfied
Female,Loyal Customer,78,Business travel,Business,259,1,2,2,2,2,5,5,4,,4,5,4,4,6,1,satisfied
Female,disloyal Customer,35,Business travel,Eco,551,2,3,5,3,1,2,4,3,4,3,1,3,2,0,5,neutral or dissatisfied
Male,Loyal Customer,62,Business travel,Eco,1065,1,2,4,3,3,2,2,1,3,3,2,3,2,0,0,neutral or dissatisfied
Female,Loyal Customer,43,Personal Travel,Eco,1222,1,3,5,5,3,2,5,4,4,4,2,3,5,24,0,neutral or dissatisfied
Male,disloyal Customer,29,Business travel,Eco,1208,2,4,5,5,2,4,5,5,1,2,5,2,2,0,0,satisfied
Female,Loyal Customer,58,Business travel,Eco,650,1,3,3,5,1,2,2,3,3,1,4,3,1,0,0,neutral or dissatisfied
Male,Loyal Customer,31,Business travel,Business,2316,1,1,0,5,1,4,4,2,2,3,3,3,4,0,0,neutral or dissatisfied
Male,disloyal Customer,30,Business travel,Business,723,2,4,4,4,3,1,5,3,4,5,4,5,1,6,1,satisfied
Male,Loyal Customer,52,Business travel,Business,2564,1,5,2,5,5,2,5,2,,5,3,5,3,0,0,satisfied
Female,Loyal Customer,45,Business travel,Eco,447,1,2,4,3,4,4,4,2,2,2,2,2,1,3,0,neutral or dissatisfied
Male,Loyal Customer,28,Personal Travel,Eco Plus,813,3,3,2,3,1,2,3,2,,2,4,4,3,0,0,neutral or dissatisfied
Male,Loyal Customer,66,Personal Travel,Eco,588,2,1,5,4,4,1,1,3,3,5,4,4,1,11,0,neutral or dissatisfied
Male,disloyal Customer,57,Business travel,Eco,296,1,5,3,1,3,4,4,5,5,2,5,2,4,12,18,satisfied
Male,Loyal Customer,26,Business travel,Business,1497,2,4,5,2,4,1,5,3,4,4,5,4,5,52,32,satisfied
Female,Loyal Customer,41,Business travel,Business,3189,3,3,3,3,3,3,1,5,5,5,3,5,5,0,0,satisfied
Female,Loyal Customer,76,Personal Travel,Eco,853,2,3,4,3,3,4,4,3,3,4,3,4,4,2,4,neutral or dissatisfied
Female,Loyal Customer,59,Business travel,Business,226,2,2,2,3,2,2,3,4,,4,4,4,5,13,11,satisfied
Male,Loyal Customer,13,Personal Travel,Eco Plus,338,2,4,2,4,3,4,1,3,,2,2,1,4,0,0,neutral or dissatisfied
Male,Loyal Customer,39,Business travel,Business,228,1,2,2,3,2,5,4,5,,4,1,3,5,0,0,satisfied
Male,Loyal Customer,43,Personal Travel,Eco,964,3,2,2,2,5,3,4,4,3,5,1,4,3,1,0,neutral or dissatisfied
Male,Loyal Customer,42,Business travel,Business,3534,1,2,3,3,3,3,3,2,3,2,3,2,1,53,75,neutral or dissatisfied
Male,Loyal Customer,52,Business travel,Business,395,2,4,3,3,1,2,5,3,3,3,4,3,4,10,18,satisfied
Male,Loyal Customer,25,Personal Travel,Eco,419,1,2,1,0,3,2,2,1,,3,3,3,2,49,59,neutral or dissatisfied
Female,Loyal Customer,25,Business travel,Business,2813,3,1,1,1,1,1,1,2,4,3,4,3,1,0,0,neutral or dissatisfied
Female,Loyal Customer,26,Personal Travel,Unknown,646,1,1,3,1,2,2,4,4,,2,2,3,4,0,0,neutral or dissatisfied
Female,disloyal Customer,27,Business travel,Eco,811,2,4,3,3,3,5,5,1,,3,4,3,5,2,0,neutral or dissatisfied
Female,Loyal Customer,20,Personal Travel,Eco,1250,1,2,3,2,5,2,2,2,2,2,3,4,2,13,0,neutral or dissatisfied
Male,Loyal Customer,49,Personal Travel,Eco,160,1,1,1,1,3,5,5,2,3,2,1,3,5,4,6,neutral or dissatisfied
Male,Loyal Customer,65,Personal Travel,Eco,821,3,4,3,3,4,5,2,3,3,3,2,4,5,31,39,satisfied
Male,Loyal Customer,25,Business travel,Business,1846,3,4,4,4,4,5,5,4,3,4,5,4,5,4,0,satisfied
Female,Loyal Customer,50,Personal Travel,Eco,1744,3,2,5,2,2,1,3,3,2,3,4,5,1,1,32,neutral or dissatisfied
Female,Loyal Customer,75,Business travel,Business,3816,1,5,5,1,5,2,5,1,5,5,3,5,3,0,1,satisfied
Male,Loyal Customer,23,Business travel,Eco,289,3,1,3,3,3,1,4,5,,4,4,4,1,81,81,neutral or dissatisfied
Male,Loyal Customer,48,Business travel,Business,1962,1,1,2,1,3,4,5,1,3,3,3,3,5,130,118,satisfied
Female,Loyal Customer,29,Personal Travel,Eco,436,1,3,4,3,2,1,5,5,3,4,4,3,5,14,18,neutral or dissatisfied
Male,Loyal Customer,51,Business travel,Unknown,2105,3,2,4,4,3,1,2,2,,2,2,3,3,4,10,neutral or dissatisfied
Male,disloyal Customer,27,Business travel,Business,534,3,1,1,1,1,1,5,2,3,4,4,4,1,55,54,neutral or dissatisfied
Male,Loyal Customer,53,Business travel,Unknown,834,2,2,2,2,2,2,2,3,4,3,1,3,2,0,0,neutral or dissatisfied
Female,Loyal Customer,41,Business travel,Eco,1390,2,3,3,3,1,4,4,4,,4,1,4,3,30,40,satisfied
Female,Loyal Customer,21,Personal Travel,Eco,869,3,3,4,4,2,1,3,4,3,1,2,4,1,3,,neutral or dissatisfied
Male,Loyal Customer,52,Business travel,Eco,787,2,4,5,5,5,4,4,2,2,5,4,3,4,11,,satisfied
Female,Loyal Customer,43,Business travel,Eco,562,3,4,4,4,4,4,4,4,,4,2,4,5,0,0,satisfied
Female,Loyal Customer,30,Business travel,Eco,862,3,4,4,3,3,4,4,3,4,4,4,4,4,2,6,neutral or dissatisfied
Female,Loyal Customer,44,Business travel,Business,613,1,2,2,2,2,5,1,4,5,5,1,5,4,0,0,satisfied
Female,Loyal Customer,46,Business travel,Business,89,2,0,4,0,4,4,5,1,2,1,4,1,4,0,0,satisfied
Male,Loyal Customer,28,Personal Travel,Eco Plus,342,1,4,3,4,1,1,2,3,5,3,1,3,1,9,3,neutral or dissatisfied
Female,Loyal Customer,13,Business travel,Business,907,1,2,2,1,2,5,5,4,,4,5,4,5,28,15,satisfied
Male,Loyal Customer,22,Personal Travel,Eco Plus,399,3,4,5,4,3,4,3,3,2,3,2,1,5,0,0,neutral or dissatisfied
Female,Loyal Customer,42,Business travel,Business,2256,3,1,1,4,1,3,4,3,,3,2,5,4,0,0,satisfied
Male,Loyal Customer,73,Business travel,Eco,3604,1,2,2,2,2,1,4,4,4,4,3,4,5,0,0,satisfied
Male,Loyal Customer,54,Business travel,Eco,479,3,4,1,5,1,4,4,2,2,5,4,5,4,14,13,satisfied
Male,Loyal Customer,57,Personal Travel,Eco,834,2,2,2,2,2,2,1,5,5,4,3,4,5,0,,neutral or dissatisfied
Male,Loyal Customer,34,Personal Travel,Eco,763,1,4,4,4,3,5,1,4,5,3,3,5,5,36,61,neutral or dissatisfied
Female,Loyal Customer,39,Personal Travel,Unknown,679,3,1,4,2,5,4,5,4,5,4,4,4,4,0,0,neutral or dissatisfied
Female,Loyal Customer,40,Personal Travel,Unknown,907,3,2,2,3,2,2,2,5,4,5,5,5,2,0,6,neutral or dissatisfied
Male,Loyal Customer,43,Business travel,Eco,2447,3,3,3,3,3,1,5,3,3,3,4,3,3,31,5,satisfied
Female,Loyal Customer,24,Personal Travel,Eco,977,1,1,1,0,5,5,2,5,2,5,3,4,3,0,0,neutral or dissatisfied
Male,Loyal Customer,25,Business travel,Business,393,1,3,5,4,5,3,3,1,4,3,2,3,3,0,16,neutral or dissatisfied
Male,disloyal Customer,23,Business travel,Unknown,641,2,4,5,4,2,4,4,5,4,5,4,4,4,0,0,satisfied
Male,Loyal Customer,80,Business travel,Eco,2748,2,1,2,1,1,5,1,1,3,4,4,2,1,0,0,neutral or dissatisfied
Male,disloyal Customer,22,Business travel,Unknown,812,1,5,5,1,2,5,4,4,3,3,5,4,4,0,0,satisfied
Female,disloyal Customer,23,Business travel,Unknown,436,1,2,1,2,4,5,1,2,3,2,1,4,5,71,52,neutral or dissatisfied
Male,Loyal Customer,36,Business travel,Unknown,3382,3,2,2,5,3,4,4,1,5,1,1,1,2,0,0,neutral or dissatisfied
Female,disloyal Customer,34,Business travel,Eco,862,2,3,2,3,5,1,4,4,2,4,2,3,1,16,0,neutral or dissatisfied
Female,Loyal Customer,49,Business travel,Eco Plus,925,1,3,3,3,5,5,4,5,3,3,3,3,3,101,77,neutral or dissatisfied
Male,Loyal Customer,55,Business travel,Eco,696,2,3,1,4,4,3,4,1,1,3,5,3,3,22,,neutral or dissatisfied
Male,Loyal Customer,34,Business travel,Business,2793,1,2,2,2,2,4,4,4,4,5,3,5,4,0,0,satisfied
Female,Loyal Customer,44,Business travel,Business,3418,3,3,3,3,3,5,4,1,4,4,1,4,4,10,3,satisfied
Female,Loyal Customer,47,Business travel,Eco,374,1,5,5,5,5,1,1,5,,1,2,2,1,55,44,satisfied
Female,Loyal Customer,33,Business travel,Business,102,3,2,2,2,5,3,5,5,5,4,4,5,3,0,0,satisfied
Female,Loyal Customer,37,Personal Travel,Eco,680,1,2,5,4,1,2,2,3,1,4,5,2,2,5,3,neutral or dissatisfied
Female,Loyal Customer,48,Business travel,Eco,3823,3,3,3,3,3,5,5,3,,5,4,4,5,12,11,satisfied
Male,Loyal Customer,52,Business travel,Unknown,1597,2,3,2,2,2,3,3,2,,2,2,3,3,3,0,neutral or dissatisfied
Male,disloyal Customer,74,Business travel,Eco,842,3,2,2,2,5,5,5,5,,3,3,3,5,0,0,neutral or dissatisfied
Male,Loyal Customer,15,Business travel,Business,3949,2,4,1,2,1,3,4,1,1,3,2,4,3,10,1,neutral or dissatisfied
Female,Loyal Customer,49,Business travel,Business,1599,3,0,3,0,5,5,4,4,,1,2,4,4,3,3,satisfied
Female,Loyal Customer,19,Personal Travel,Eco,399,2,1,4,1,1,4,2,1,,4,1,3,4,0,0,neutral or dissatisfied
Male,Loyal Customer,35,Business travel,Business,3798,1,4,1,1,1,4,4,5,5,5,5,5,4,5,1,satisfied
Male,Loyal Customer,44,Personal Travel,Business,1052,1,4,4,4,4,2,4,5,4,5,5,5,4,0,2,neutral or dissatisfied
Female,Loyal Customer,32,Business travel,Eco,1303,1,1,2,3,3,4,4,1,1,1,1,1,3,0,0,neutral or dissatisfied
Female,Loyal Customer,60,Business travel,Business,2566,3,2,1,1,1,1,4,1,,1,3,1,3,4,0,neutral or dissatisfied
Female,Loyal Customer,44,Business travel,Business,678,3,1,2,1,1,3,5,3,3,3,5,3,4,0,,satisfied
Female,Loyal Customer,31,Personal Travel,Eco,337,3,4,5,2,1,1,3,3,3,4,3,5,1,0,0,neutral or dissatisfied
Male,disloyal Customer,24,Business travel,Eco,413,3,4,3,4,1,1,1,2,4,5,5,3,1,17,31,neutral or dissatisfied
Male,Loyal Customer,72,Business travel,Business,3163,1,3,2,3,3,5,4,5,4,5,4,5,3,6,,satisfied
Female,Loyal Customer,62,Business travel,Business,3673,1,4,4,3,4,4,1,4,,1,2,4,3,0,0,satisfied
Female,Loyal Customer,37,Business travel,Eco,162,3,2,1,4,1,2,2,1,,3,3,3,2,0,21,neutral or dissatisfied
Female,Loyal Customer,64,Personal Travel,Eco,190,3,3,5,0,5,1,2,1,0,1,4,1,4,0,,neutral or dissatisfied
Male,Loyal Customer,40,Business travel,Business,3176,2,1,1,1,1,3,4,4,,5,1,4,3,0,0,satisfied
Female,Loyal Customer,34,Personal Travel,Eco,2521,3,4,5,5,1,5,3,5,1,3,1,2,5,100,,neutral or dissatisfied
Male,Loyal Customer,42,Business travel,Unknown,3685,2,4,4,4,4,5,2,4,4,4,5,2,4,0,0,satisfied
Female,Loyal Customer,26,Business travel,Business,909,2,5,5,4,5,4,2,5,3,4,4,4,4,2,0,satisfied
Female,disloyal Customer,55,Business travel,Eco,641,3,3,2,3,4,1,1,1,3,4,4,4,1,22,28,neutral or dissatisfied
Male,Loyal Customer,31,Personal Travel,Eco,1120,3,2,3,2,2,2,5,4,3,3,5,3,2,0,0,neutral or dissatisfied
Male,Loyal Customer,40,Business travel,Business,2413,1,3,3,3,5,5,5,4,4,4,5,2,3,0,0,satisfied
Female,Loyal Customer,35,Business travel,Business,588,1,3,4,4,4,4,5,3,3,3,4,3,1,58,54,neutral or dissatisfied
Female,Loyal Customer,57,Business travel,Unknown,868,1,3,3,3,3,5,4,5,5,5,4,5,5,1,0,satisfied
Female,Loyal Customer,35,Personal Travel,Unknown,459,2,3,4,4,4,3,3,4,4,5,2,4,3,0,0,neutral or dissatisfied
Female,disloyal Customer,25,Business travel,Business,992,2,1,5,4,3,3,3,3,4,5,5,4,3,0,0,neutral or dissatisfied
Male,Loyal Customer,23,Business travel,Unknown,1165,2,3,1,3,3,5,5,3,3,5,5,4,5,3,0,satisfied
Female,Loyal Customer,39,Business travel,Business,3471,1,1,1,1,1,2,3,1,2,1,3,1,2,0,0,neutral or dissatisfied
Male,Loyal Customer,29,Business travel,Business,3064,1,3,3,3,3,5,1,5,5,5,4,2,4,0,0,satisfied
Female,Loyal Customer,54,Business travel,Business,970,1,1,2,4,4,3,2,1,1,1,3,1,2,0,0,neutral or dissatisfied
Male,Loyal Customer,52,Business travel,Business,866,2,1,1,2,1,1,5,5,,5,3,5,4,10,0,satisfied
Male,Loyal Customer,31,Business travel,Business,3402,2,4,4,3,4,3,1,5,2,5,4,5,4,5,0,satisfied
Male,disloyal Customer,25,Business travel,Business,204,1,3,5,3,4,3,4,5,4,4,1,4,3,0,0,satisfied
Female,Loyal Customer,49,Business travel,Business,2586,2,5,3,3,3,4,3,5,4,4,4,5,4,38,41,satisfied
Male,Loyal Customer,18,Personal Travel,Unknown,2139,2,3,4,3,3,3,5,1,1,4,1,3,3,0,0,neutral or dissatisfied
Female,Loyal Customer,48,Business travel,Eco,448,2,5,4,4,4,4,3,4,4,4,2,4,4,0,0,satisfied
Female,Loyal Customer,53,Business travel,Eco,1715,2,2,4,2,2,5,5,4,4,4,4,4,4,0,1,satisfied
Female,Loyal Customer,27,Business travel,Business,834,2,3,3,5,3,3,5,4,5,5,3,5,4,1,0,satisfied
Male,Loyal Customer,79,Personal Travel,Unknown,668,3,2,5,1,3,2,5,4,,2,5,2,2,0,0,neutral or dissatisfied
Female,Loyal Customer,16,Personal Travel,Eco,679,3,2,5,5,4,2,2,3,5,4,1,5,2,0,0,satisfied
Male,Loyal Customer,54,Business travel,Eco,503,2,1,2,3,1,1,4,3,3,4,4,4,1,23,17,neutral or dissatisfied
Female,Loyal Customer,66,Personal Travel,Eco,629,2,2,5,2,3,5,3,4,2,1,5,1,4,0,4,neutral or dissatisfied
Female,Loyal Customer,70,Business travel,Business,1208,2,2,2,5,2,2,4,4,,2,3,4,3,0,0,satisfied
Female,Loyal Customer,36,Business travel,Business,3843,2,4,4,4,4,5,2,4,,4,3,4,5,37,34,satisfied
Male,Loyal Customer,30,Personal Travel,Eco,630,3,3,5,3,5,2,4,4,4,3,2,3,2,0,0,neutral or dissatisfied
Male,disloyal Customer,37,Business travel,Unknown,1214,2,4,4,4,2,2,2,3,3,3,5,3,2,0,0,neutral or dissatisfied
Female,Loyal Customer,35,Personal Travel,Eco,2288,2,1,3,5,4,3,2,2,,2,2,4,3,0,0,neutral or dissatisfied
Male,Loyal Customer,46,Personal Travel,Eco,227,1,5,3,2,3,1,2,4,1,5,5,4,1,3,2,neutral or dissatisfied
Male,disloyal Customer,17,Business travel,Eco,817,3,4,0,5,2,5,5,5,3,2,5,4,5,1,0,satisfied
Female,Loyal Customer,21,Personal Travel,Eco Plus,979,3,0,5,0,1,4,4,2,,4,1,5,4,0,0,satisfied
Male,Loyal Customer,45,Personal Travel,Eco Plus,1080,1,2,4,3,4,2,3,5,,5,4,4,3,6,0,neutral or dissatisfied
Male,Loyal Customer,31,Business travel,Eco,1825,2,4,1,5,5,4,4,2,,4,2,2,4,0,0,satisfied
Male,disloyal Customer,26,Business travel,Business,220,2,2,5,2,5,5,3,1,,5,5,5,5,3,0,neutral or dissatisfied
Female,Loyal Customer,62,Business travel,Eco,399,2,3,1,3,1,5,3,3,3,3,2,1,4,63,51,neutral or dissatisfied
Male,Loyal Customer,56,Personal Travel,Eco,109,2,2,1,2,2,1,1,5,4,5,1,5,1,0,0,neutral or dissatisfied
Female,Loyal Customer,36,Business travel,Eco,3500,2,5,5,1,5,5,4,4,4,4,3,4,2,0,0,satisfied
Female,Loyal Customer,58,Business travel,Eco,1752,2,5,5,5,5,3,5,3,,2,4,3,4,23,10,satisfied
Male,disloyal Customer,73,Business travel,Unknown,602,2,1,5,4,4,4,2,5,4,5,5,4,4,50,37,neutral or dissatisfied
Female,Loyal Customer,18,Personal Travel,Eco,300,3,2,5,2,1,4,4,4,2,4,4,4,4,0,0,neutral or dissatisfied
Female,disloyal Customer,22,Business travel,Unknown,214,1,4,3,2,1,3,1,5,5,5,4,5,5,2,0,satisfied
Male,Loyal Customer,44,Business travel,Business,2460,1,4,2,4,4,1,3,4,,5,5,1,5,12,12,satisfied
Female,Loyal Customer,54,Business travel,Business,1845,1,1,5,4,5,5,2,2,5,5,4,5,3,0,0,satisfied
Male,disloyal Customer,68,Personal Travel,Eco,460,1,2,2,2,3,4,5,2,,4,2,3,4,0,0,neutral or dissatisfied
Male,Loyal Customer,30,Business travel,Business,748,3,3,3,2,4,3,3,2,,2,1,5,3,0,0,neutral or dissatisfied
Male,Loyal Customer,61,Personal Travel,Eco,106,3,5,5,2,2,1,1,4,,5,4,4,1,0,0,neutral or dissatisfied
Female,Loyal Customer,16,Personal Travel,Eco,545,2,3,5,3,1,3,1,3,4,1,3,1,5,0,0,neutral or dissatisfied
Female,Loyal Customer,47,Business travel,Business,2556,2,2,5,5,4,5,5,4,,3,4,1,4,0,,satisfied
Male,Loyal Customer,66,Business travel,Business,134,2,4,1,4,4,2,2,5,4,4,5,4,5,0,0,satisfied
Male,disloyal Customer,30,Business travel,Eco,925,1,5,5,5,1,2,3,4,4,4,5,5,3,0,4,satisfied
Female,disloyal Customer,50,Business travel,Eco,101,2,5,4,4,3,1,4,5,,2,5,1,1,0,0,neutral or dissatisfied
Female,Loyal Customer,75,Business travel,Business,581,1,2,2,5,2,3,2,3,1,3,1,4,2,20,16,neutral or dissatisfied
Male,Loyal Customer,21,Personal Travel,Eco,413,2,5,1,5,4,4,1,3,2,5,3,5,3,0,0,satisfied
Male,Loyal Customer,38,Business travel,Business,3199,3,3,1,1,3,1,2,4,4,4,3,4,2,5,21,satisfied
Female,Loyal Customer,58,Business travel,Business,370,2,2,2,5,2,4,4,1,2,4,5,4,5,33,28,satisfied
Female,disloyal Customer,78,Business travel,Eco,1184,3,3,4,4,3,3,3,1,5,4,3,3,3,0,0,neutral or dissatisfied
Male,Loyal Customer,54,Personal Travel,Eco,814,2,2,2,4,3,4,4,2,2,4,2,3,4,0,,neutral or dissatisfied
Female,Loyal Customer,23,Personal Travel,Eco,1428,1,3,4,3,4,4,4,5,3,3,3,5,4,0,0,neutral or dissatisfied
Female,disloyal Customer,80,Business travel,Business,174,2,2,3,2,4,1,3,1,,1,3,1,2,0,0,neutral or dissatisfied
Male,disloyal Customer,43,Business travel,Business,373,2,3,3,3,3,2,2,4,2,5,3,5,2,0,13,neutral or dissatisfied
Female,disloyal Customer,64,Business travel,Business,897,2,5,3,5,3,4,2,5,4,3,5,4,1,0,9,satisfied
Female,Loyal Customer,40,Business travel,Business,1565,2,3,3,3,3,4,5,3,5,5,4,5,3,66,59,satisfied
Female,Loyal Customer,20,Personal Travel,Eco,237,3,2,3,4,4,2,2,5,,4,3,4,2,0,0,neutral or dissatisfied
Male,Loyal Customer,57,Business travel,Business,964,1,1,1,1,1,4,5,3,4,3,3,3,3,14,14,satisfied
Male,Loyal Customer,31,Personal Travel,Eco Plus,280,2,2,4,2,4,3,3,3,2,1,5,5,3,0,0,neutral or dissatisfied
Male,Loyal Customer,18,Business travel,Eco Plus,268,2,3,1,5,2,3,3,2,2,3,1,4,3,0,0,neutral or dissatisfied
Male,Loyal Customer,50,Business travel,Unknown,3391,2,5,5,5,5,4,4,4,4,4,4,4,3,5,0,satisfied
Male,Loyal Customer,27,Business travel,Eco,441,2,1,1,3,1,4,4,3,,5,5,5,3,0,0,satisfied
Female,Loyal Customer,51,Business travel,Unknown,2425,2,1,1,1,1,2,2,5,,5,3,5,4,0,,satisfied
Female,Loyal Customer,49,Personal Travel,Eco Plus,416,3,1,3,1,1,5,5,4,,1,5,5,5,105,108,neutral or dissatisfied
Female,disloyal Customer,22,Business travel,Eco,174,2,2,2,2,3,5,5,2,,5,3,4,5,17,60,neutral or dissatisfied
Male,Loyal Customer,48,Business travel,Business,2677,3,3,1,3,1,3,5,3,,3,1,3,3,37,6,neutral or dissatisfied
Male,Loyal Customer,53,Business travel,Eco,3868,1,2,2,2,2,4,5,3,3,5,4,3,3,15,6,satisfied
Male,disloyal Customer,40,Business travel,Business,733,2,1,4,1,4,2,3,1,,3,4,4,2,0,0,neutral or dissatisfied
Male,Loyal Customer,29,Business travel,Business,312,2,3,3,2,3,4,1,4,,4,5,5,4,0,12,satisfied
Male,Loyal Customer,39,Personal Travel,Eco,972,1,4,1,4,3,3,3,3,,5,3,5,3,29,14,neutral or dissatisfied
Male,Loyal Customer,18,Personal Travel,Unknown,190,2,3,4,5,1,5,3,5,4,5,2,5,3,89,111,neutral or dissatisfied
Male,Loyal Customer,44,Business travel,Business,2203,2,2,1,2,2,2,4,5,4,3,2,4,4,28,22,satisfied
Female,Loyal Customer,45,Business travel,Eco,1721,1,5,1,5,5,4,3,4,5,4,3,5,4,0,0,satisfied
Female,disloyal Customer,28,Business travel,Eco,1027,3,2,3,3,4,2,1,1,5,5,1,5,1,125,146,neutral or dissatisfied
Female,Loyal Customer,48,Business travel,Business,1824,1,4,4,4,5,2,1,2,,5,1,4,2,0,2,satisfied
Male,Loyal Customer,42,Business travel,Eco,371,1,2,2,1,2,3,3,3,,2,1,2,3,0,,neutral or dissatisfied
Female,Loyal Customer,33,Business travel,Unknown,1235,3,3,2,4,3,3,3,5,,5,5,5,4,53,57,satisfied
Female,disloyal Customer,39,Business travel,Business,993,2,2,3,2,4,2,2,3,,3,4,4,2,88,102,neutral or dissatisfied
Female,Loyal Customer,44,Business travel,Eco,106,2,4,2,2,2,1,5,4,4,4,4,4,4,43,42,satisfied
Male,Loyal Customer,45,Business travel,Business,581,3,3,3,1,5,5,4,5,5,5,1,3,2,0,0,satisfied
Female,disloyal Customer,36,Business travel,Eco,1010,2,4,4,2,2,2,2,1,1,5,4,1,2,32,24,satisfied
Male,Loyal Customer,43,Business travel,Business,1755,2,2,2,2,2,5,2,5,5,5,2,5,2,0,0,satisfied
Male,Loyal Customer,52,Business travel,Business,599,1,2,3,2,2,5,4,2,,5,5,5,5,3,2,satisfied
Female,Loyal Customer,28,Business travel,Business,3002,2,3,4,1,1,5,2,3,3,3,3,3,2,11,6,neutral or dissatisfied
Female,Loyal Customer,39,Business travel,Unknown,2814,1,2,2,2,2,4,5,2,4,1,3,4,2,12,0,satisfied
Female,Loyal Customer,59,Business travel,Business,2133,1,4,4,4,4,4,4,5,5,3,2,2,5,113,98,satisfied
Male,Loyal Customer,47,Business travel,Business,201,3,4,3,4,4,4,3,4,3,2,5,4,4,2,0,satisfied
Male,Loyal Customer,29,Personal Travel,Eco,600,1,2,5,2,4,5,5,5,2,3,4,4,5,48,41,neutral or dissatisfied
Male,Loyal Customer,55,Business travel,Business,589,1,2,1,2,2,2,1,2,3,5,3,3,5,0,0,satisfied
Male,Loyal Customer,56,Business travel,Business,1621,3,4,4,4,4,4,5,4,,4,4,4,4,0,0,satisfied
Male,disloyal Customer,22,Business travel,Eco,214,2,0,0,0,5,4,2,5,2,5,5,5,4,1,0,satisfied
Male,disloyal Customer,18,Business travel,Eco,308,3,2,4,2,4,5,5,4,5,2,1,1,5,0,0,neutral or dissatisfied
Male,Loyal Customer,78,Business travel,Business,396,3,3,3,3,3,5,5,4,,5,3,5,5,0,0,satisfied
Male,disloyal Customer,47,Business travel,Eco,1072,3,3,2,2,3,4,4,5,2,5,2,4,4,0,0,neutral or dissatisfied
Male,Loyal Customer,41,Personal Travel,Eco,1081,1,5,5,1,5,1,4,2,4,4,4,5,4,150,171,neutral or dissatisfied
Female,Loyal Customer,27,Personal Travel,Eco,532,2,1,2,4,2,4,5,5,,5,5,5,5,0,,neutral or dissatisfied
Female,Loyal Customer,77,Personal Travel,Eco,677,2,1,2,2,1,1,1,3,3,5,4,4,1,68,72,neutral or dissatisfied
Male,Loyal Customer,63,Personal Travel,Unknown,1390,1,2,5,2,4,4,1,3,4,4,4,5,5,24,5,neutral or dissatisfied
Female,Loyal Customer,46,Business travel,Business,2633,2,5,5,5,5,4,5,4,4,3,3,3,5,0,0,satisfied
Male,disloyal Customer,25,Business travel,Unknown,859,3,2,4,4,5,4,4,4,4,5,4,5,5,0,0,neutral or dissatisfied
Male,Loyal Customer,46,Personal Travel,Eco,965,2,3,1,3,4,1,1,3,3,3,2,3,1,0,0,neutral or dissatisfied
Male,Loyal Customer,42,Business travel,Eco,134,2,1,2,1,2,1,2,4,4,3,2,1,2,143,159,neutral or dissatisfied
Male,Loyal Customer,31,Business travel,Unknown,369,3,4,3,3,3,4,4,1,,1,1,5,4,26,,neutral or dissatisfied
Female,Loyal Customer,51,Business travel,Business,3220,1,2,3,2,2,5,2,5,,5,3,5,3,21,14,satisfied
Male,Loyal Customer,36,Personal Travel,Eco,907,3,2,4,1,4,3,3,1,3,4,5,3,3,1,0,neutral or dissatisfied
